name,brand,generation,tdp,cables,vram,pcie,year
Radeon HD 4730,0,TeraScale,110.0,1x 6-pin,0.5,PCIe 2.0 x16,2009
Radeon HD 4750,0,TeraScale,100.0,1x 6-pin,0.5,PCIe 2.0 x16,2009
Radeon HD 4770,0,TeraScale,80.0,1x 6-pin,0.5,PCIe 2.0 x16,2009
Radeon HD 4810,0,TeraScale,95.0,1x 6-pin,0.5,PCIe 2.0 x16,2009
Radeon HD 4860,0,TeraScale,130.0,2x 6-pin,0.5,PCIe 2.0 x16,2009
Radeon HD 4870 Mac Edition,0,TeraScale,150.0,2x 6-pin,0.5,PCIe 2.0 x16,2009
Radeon HD 4890,0,TeraScale,190.0,2x 6-pin,1.0,PCIe 2.0 x16,2009
Radeon HD 5750,0,TeraScale 2,86.0,1x 6-pin,1.0,PCIe 2.0 x16,2009
Radeon HD 5770,0,TeraScale 2,108.0,1x 6-pin,1.0,PCIe 2.0 x16,2009
Radeon HD 5850,0,TeraScale 2,151.0,2x 6-pin,1.0,PCIe 2.0 x16,2009
Radeon HD 5870,0,TeraScale 2,188.0,2x 6-pin,1.0,PCIe 2.0 x16,2009
Radeon HD 5970,0,TeraScale 2,294.0,1x 6-pin + 1x 8-pin,1.0,PCIe 2.0 x16,2009
GeForce 305M,4,Tesla 2.0,14.0,,0.5,PCIe 2.0 x16,2010
GeForce 310M,4,Tesla 2.0,14.0,,1.0,PCIe 2.0 x16,2010
GeForce 315 OEM,4,Tesla 2.0,33.0,,1.0,PCIe 2.0 x16,2011
GeForce 320M Mac Edition,4,Tesla 2.0,23.0,,,PCIe 2.0 x16,2010
GeForce 405 OEM,4,Tesla 2.0,25.0,,1.0,PCIe 2.0 x16,2010
GeForce 8400 GS Rev. 3,4,Tesla 2.0,25.0,,0.5,PCIe 2.0 x16,2010
GeForce 9500 GT Mac Edition,4,Tesla,50.0,,0.5,PCIe 2.0 x16,2010
GeForce GT 240M LE,4,Tesla,23.0,,0.5,PCIe 2.0 x16,2010
GeForce GT 320 OEM,4,Tesla 2.0,43.0,,1.0,PCIe 2.0 x16,2010
GeForce GT 325M,4,Tesla 2.0,23.0,,1.0,PCIe 2.0 x16,2010
GeForce GT 330 OEM,4,Tesla 2.0,75.0,,1.0,PCIe 2.0 x16,2010
GeForce GT 330M,4,Tesla 2.0,23.0,,1.0,MXM-A (3.0),2010
GeForce GT 330M Mac Edition,4,Tesla 2.0,23.0,,0.5,MXM-A (3.0),2010
GeForce GT 335M,4,Tesla 2.0,28.0,,1.0,PCIe 2.0 x16,2010
GeForce GT 340 OEM,4,Tesla 2.0,69.0,,1.0,PCIe 2.0 x16,2010
GeForce GT 415 OEM,4,Tesla 2.0,32.0,,0.5,PCIe 2.0 x16,2010
GeForce GT 415M,4,Fermi,12.0,,1.0,PCIe 2.0 x16,2010
GeForce GT 420 OEM,4,Fermi,50.0,,1.0,PCIe 2.0 x16,2010
GeForce GT 420M,4,Fermi,23.0,,1.0,PCIe 2.0 x16,2010
GeForce GT 425M,4,Fermi,23.0,,1.0,PCIe 2.0 x16,2010
GeForce GT 430,4,Fermi,49.0,,0.5,PCIe 2.0 x16,2010
GeForce GT 430 OEM,4,Fermi,49.0,,2.0,PCIe 2.0 x16,2010
GeForce GT 430 PCI,4,Fermi,49.0,,0.5,PCI,2010
GeForce GT 435M,4,Fermi,35.0,,1.0,PCIe 2.0 x16,2011
GeForce GT 440 OEM,4,Fermi,65.0,,1.5,PCIe 2.0 x16,2010
GeForce GT 445M,4,Fermi,35.0,,1.0,PCIe 2.0 x16,2010
GeForce GTS 350M,4,Tesla 2.0,28.0,,1.0,MXM-II,2010
GeForce GTS 360M,4,Tesla 2.0,38.0,,1.0,MXM-II,2010
GeForce GTS 450,4,Fermi,106.0,1x 6-pin,1.0,PCIe 2.0 x16,2010
GeForce GTS 450 OEM,4,Fermi,106.0,1x 6-pin,0.5,PCIe 2.0 x16,2010
GeForce GTX 275 PhysX Edition,4,Tesla,219.0,1x 6-pin + 1x 8-pin,0.896,PCIe 2.0 x16,2010
GeForce GTX 285M,4,Tesla,75.0,,1.0,MXM-B (3.0),2010
GeForce GTX 460,4,Fermi,160.0,2x 6-pin,0.75,PCIe 2.0 x16,2010
GeForce GTX 460 OEM,4,Fermi,150.0,2x 6-pin,1.0,PCIe 2.0 x16,2010
GeForce GTX 460 SE,4,Fermi,150.0,2x 6-pin,1.0,PCIe 2.0 x16,2010
GeForce GTX 460 SE v2,4,Fermi 2.0,150.0,2x 6-pin,0.75,PCIe 2.0 x16,2010
GeForce GTX 460M,4,Fermi,50.0,,1.5,PCIe 2.0 x16,2010
GeForce GTX 465,4,Fermi,200.0,2x 6-pin,1.0,PCIe 2.0 x16,2010
GeForce GTX 470,4,Fermi,215.0,2x 6-pin,1.25,PCIe 2.0 x16,2010
GeForce GTX 470M,4,Fermi,75.0,,1.5,MXM-B (3.0),2010
GeForce GTX 480,4,Fermi,250.0,1x 6-pin + 1x 8-pin,1.5,PCIe 2.0 x16,2010
GeForce GTX 480M,4,Fermi,100.0,,2.0,MXM-B (3.0),2010
GeForce GTX 570,4,Fermi 2.0,219.0,2x 6-pin,1.25,PCIe 2.0 x16,2010
GeForce GTX 570 Rev. 2,4,Fermi 2.0,219.0,2x 6-pin,1.25,PCIe 2.0 x16,2010
GeForce GTX 580,4,Fermi 2.0,244.0,1x 6-pin + 1x 8-pin,1.5,PCIe 2.0 x16,2010
NVS 2100M,4,Tesla 2.0,11.0,,0.5,PCIe 2.0 x16,2010
NVS 3100M,4,Tesla 2.0,14.0,,0.5,PCIe 2.0 x16,2010
NVS 5100M,4,Tesla 2.0,35.0,,1.0,MXM-A (3.0),2010
Quadro 2000,4,Fermi,62.0,,1.0,PCIe 2.0 x16,2010
Quadro 4000,4,Fermi,142.0,1x 6-pin,2.0,PCIe 2.0 x16,2010
Quadro 5000M,4,Fermi,100.0,,2.0,MXM-B (3.0),2010
Quadro 600,4,Fermi,40.0,,1.0,PCIe 2.0 x16,2010
Quadro 6000,4,Fermi,204.0,1x 6-pin + 1x 8-pin,6.0,PCIe 2.0 x16,2010
Quadro FX 380M,4,Tesla 2.0,25.0,,0.5,PCIe 2.0 x16,2010
Quadro FX 880M,4,Tesla 2.0,35.0,,1.0,MXM-A (3.0),2010
Tegra 2 GPU,4,VLIW Vec4,20.0,,0.25,IGP,2010
FirePro M3900,0,TeraScale 2,20.0,,1.0,PCIe 2.0 x16,2010
FirePro RG220,0,TeraScale,35.0,,0.5,PCIe 2.0 x16,2010
FirePro RG220A,0,TeraScale,35.0,,0.5,PCIe 2.0 x16,2010
FireStream 9350,0,TeraScale 2,150.0,1x 6-pin,2.0,PCIe 2.0 x16,2010
FireStream 9370,0,TeraScale 2,225.0,1x 8-pin,4.0,PCIe 2.0 x16,2010
Radeon HD 6250 IGP,0,TeraScale 2,7.0,,,IGP,2012
Radeon HD 6310 IGP,0,TeraScale 2,18.0,,,IGP,2010
Radeon HD 6330M,0,TeraScale 2,7.0,,1.0,PCIe 2.0 x16,2010
Radeon HD 6350M,0,TeraScale 2,7.0,,1.0,PCIe 2.0 x16,2010
Radeon HD 6370M,0,TeraScale 2,11.0,,1.0,PCIe 2.0 x16,2010
Radeon HD 6530M,0,TeraScale 2,26.0,,1.0,MXM-II,2010
Radeon HD 6550M,0,TeraScale 2,26.0,,1.0,MXM-II,2010
Radeon HD 6570M,0,TeraScale 2,30.0,,1.0,MXM-A (3.0),2011
Radeon HD 6850,0,TeraScale 2,127.0,1x 6-pin,1.0,PCIe 2.0 x16,2010
Radeon HD 6870,0,TeraScale 2,151.0,2x 6-pin,1.0,PCIe 2.0 x16,2010
Radeon HD 6950,0,TeraScale 3,200.0,2x 6-pin,2.0,PCIe 2.0 x16,2010
Radeon HD 6970,0,TeraScale 3,250.0,1x 6-pin + 1x 8-pin,2.0,PCIe 2.0 x16,2010
Aubrey Isle,2,Knights,300.0,1x 6-pin + 1x 8-pin,2.0,PCIe 2.0 x16,2010
GMA,2,PowerVR SGX545,,,,PCIe 1.0 x16,2010
GMA 600,2,PowerVR SGX535,,,,PCIe 1.0 x16,2010
HD Graphics 12EU,2,Generation 5.75,35.0,,,QPI,2010
HD Graphics 16EU Mobile,2,Generation 5.75,35.0,,,QPI,2010
FirePro 2460 Multi-View,0,TeraScale 2,17.0,,0.5,PCIe 2.0 x16,2010
FirePro M5800,0,TeraScale 2,26.0,,1.0,PCIe 2.0 x16,2010
FirePro M7820,0,TeraScale 2,50.0,,1.0,PCIe 2.0 x16,2010
FirePro V3800,0,TeraScale 2,43.0,,0.5,PCIe 2.0 x16,2010
FirePro V4800,0,TeraScale 2,69.0,,1.0,PCIe 2.0 x16,2010
FirePro V5800,0,TeraScale 2,74.0,,1.0,PCIe 2.0 x16,2010
FirePro V5800 DVI,0,TeraScale 2,74.0,,1.0,PCIe 2.0 x16,2010
FirePro V7800,0,TeraScale 2,150.0,1x 6-pin,2.0,PCIe 2.0 x16,2010
FirePro V8800,0,TeraScale 2,208.0,2x 6-pin,2.0,PCIe 2.0 x16,2010
FirePro V9800,0,TeraScale 2,250.0,1x 6-pin + 1x 8-pin,4.0,PCIe 2.0 x16,2010
FirePro V9800P,0,TeraScale 2,225.0,1x 8-pin,4.0,PCIe 2.0 x16,2010
Mobility Radeon HD 4225 IGP,0,TeraScale,9.0,,,PCIe 1.0 x16,2010
Mobility Radeon HD 4250 IGP,0,TeraScale,,,,PCI,2010
Mobility Radeon HD 4270 IGP,0,TeraScale,,,,PCIe 1.0 x16,2010
Mobility Radeon HD 4550,0,TeraScale,,,0.5,MXM-II,2010
Mobility Radeon HD 5145,0,TeraScale,15.0,,0.5,PCIe 2.0 x16,2010
Mobility Radeon HD 5165,0,TeraScale,35.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 530v,0,TeraScale,10.0,,0.5,MXM-A (3.0),2010
Mobility Radeon HD 540v,0,TeraScale,15.0,,0.5,MXM-A (3.0),2010
Mobility Radeon HD 5430,0,TeraScale 2,7.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 5450,0,TeraScale 2,11.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 545v,0,TeraScale,15.0,,0.5,MXM-A (3.0),2010
Mobility Radeon HD 5470,0,TeraScale 2,15.0,,0.5,PCIe 2.0 x16,2010
Mobility Radeon HD 550v,0,TeraScale,10.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 560v,0,TeraScale,15.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 5650,0,TeraScale 2,15.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 565v,0,TeraScale,20.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 5670 Mac Edition,0,TeraScale 2,15.0,,0.5,PCIe 2.0 x16,2010
Mobility Radeon HD 5730,0,TeraScale 2,26.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 5750,0,TeraScale 2,25.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 5770,0,TeraScale 2,30.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 5830,0,TeraScale 2,24.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 5850,0,TeraScale 2,30.0,,1.0,PCIe 2.0 x16,2010
Mobility Radeon HD 5850 Mac Edition,0,TeraScale 2,30.0,,1.0,MXM-B (3.0),2010
Mobility Radeon HD 5870,0,TeraScale 2,50.0,,1.0,MXM-B (3.0),2010
Radeon HD 3570,0,TeraScale,30.0,,0.5,PCIe 2.0 x16,2010
Radeon HD 4250 IGP,0,TeraScale,,,,PCIe 1.0 x16,2010
Radeon HD 4290 IGP,0,TeraScale,,,,PCIe 1.0 x16,2010
Radeon HD 4700,0,TeraScale,50.0,,0.5,PCIe 2.0 x16,2010
Radeon HD 4855,0,TeraScale,110.0,1x 6-pin,0.5,PCIe 2.0 x16,2010
Radeon HD 5450,0,TeraScale 2,19.0,,0.5,PCIe 2.0 x16,2010
Radeon HD 5450 PCI,0,TeraScale 2,19.0,,0.5,PCI,2010
Radeon HD 5450 PCIe x1,0,TeraScale 2,19.0,,0.5,PCIe 2.0 x1,2010
Radeon HD 5550,0,TeraScale 2,39.0,,0.5,PCIe 2.0 x16,2010
Radeon HD 5570,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 5570 OEM,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2010
Radeon HD 5670,0,TeraScale 2,64.0,,1.0,PCIe 2.0 x16,2010
Radeon HD 5670 640SP Edition,0,TeraScale 2,64.0,,0.5,PCIe 2.0 x16,2010
Radeon HD 5770 Mac Edition,0,TeraScale 2,108.0,1x 6-pin,1.0,PCIe 2.0 x16,2010
Radeon HD 5770 X2,0,TeraScale 2,,,1.0,PCIe 2.0 x16,2010
Radeon HD 5830,0,TeraScale 2,175.0,2x 6-pin,1.0,PCIe 2.0 x16,2010
Radeon HD 5870 Eyefinity 6,0,TeraScale 2,228.0,1x 6-pin + 1x 8-pin,2.0,PCIe 2.0 x16,2010
Radeon HD 5870 Mac Edition,0,TeraScale 2,228.0,2x 6-pin,1.0,PCIe 2.0 x16,2010
Xbox 360 S GPU,0,TeraScale,133.0,,0.5,,2010
GeForce 315M,4,Tesla 2.0,14.0,,0.5,PCIe 2.0 x16,2011
GeForce 405M,4,Tesla 2.0,14.0,,1.0,PCIe 2.0 x16,2011
GeForce 410M,4,Fermi 2.0,12.0,,1.0,PCIe 2.0 x16,2011
GeForce 510 OEM,4,Fermi 2.0,25.0,,1.0,PCIe 2.0 x16,2011
GeForce 610,4,Fermi 2.0,12.0,,1.0,PCIe 2.0 x16,2011
GeForce 610M,4,Fermi 2.0,12.0,,1.0,PCIe 2.0 x16,2011
GeForce 9300 GS Rev. 2,4,Tesla 2.0,,,0.25,PCIe 2.0 x16,2011
GeForce GT 440,4,Fermi,65.0,,1.0,PCIe 2.0 x16,2011
GeForce GT 440 Mac Edition,4,Fermi,65.0,,1.0,PCIe 1.0 x16,2011
GeForce GT 520,4,Fermi 2.0,29.0,,1.0,PCIe 2.0 x16,2011
GeForce GT 520 PCI,4,Fermi 2.0,29.0,,1.0,PCI,2011
GeForce GT 520 PCIe x1,4,Fermi 2.0,29.0,,1.0,PCIe 2.0 x1,2011
GeForce GT 520M,4,Fermi,12.0,,1.0,PCIe 2.0 x16,2011
GeForce GT 520MX,4,Fermi 2.0,20.0,,1.0,PCIe 2.0 x16,2011
GeForce GT 525M,4,Fermi,23.0,,1.0,PCIe 2.0 x16,2011
GeForce GT 530 OEM,4,Fermi,50.0,,1.0,PCIe 2.0 x16,2011
GeForce GT 540M,4,Fermi,35.0,,1.0,MXM-A (3.0),2011
GeForce GT 545,4,Fermi 2.0,70.0,,1.5,PCIe 2.0 x16,2011
GeForce GT 545 OEM,4,Fermi 2.0,105.0,1x 6-pin,1.0,PCIe 2.0 x16,2011
GeForce GT 550M,4,Fermi 2.0,35.0,,1.0,PCIe 2.0 x16,2012
GeForce GT 555M,4,Fermi,35.0,,1.0,PCIe 2.0 x16,2011
GeForce GT 555M 3 GB,4,Fermi 2.0,35.0,,3.0,PCIe 2.0 x16,2012
GeForce GTS 450 Rev. 2,4,Fermi 2.0,106.0,1x 6-pin,1.0,PCIe 2.0 x16,2011
GeForce GTX 460 v2,4,Fermi 2.0,160.0,2x 6-pin,1.0,PCIe 2.0 x16,2011
GeForce GTX 460 v2 ES,4,Fermi 2.0,160.0,2x 6-pin,1.25,PCIe 2.0 x16,2011
GeForce GTX 460 X2,4,Fermi,160.0,2x 8-pin,1.0,PCIe 2.0 x16,2011
GeForce GTX 485M,4,Fermi,100.0,,2.0,MXM-B (3.0),2011
GeForce GTX 550 Ti,4,Fermi 2.0,116.0,1x 6-pin,1.0,PCIe 2.0 x16,2011
GeForce GTX 555 OEM,4,Fermi 2.0,150.0,2x 6-pin,1.0,PCIe 2.0 x16,2011
GeForce GTX 560,4,Fermi 2.0,150.0,2x 6-pin,1.0,PCIe 2.0 x16,2011
GeForce GTX 560 OEM,4,Fermi 2.0,150.0,1x 6-pin,1.25,PCIe 2.0 x16,2011
GeForce GTX 560 Ti,4,Fermi 2.0,170.0,2x 6-pin,1.0,PCIe 2.0 x16,2011
GeForce GTX 560 Ti 448,4,Fermi 2.0,210.0,2x 6-pin,1.25,PCIe 2.0 x16,2011
GeForce GTX 560 Ti OEM,4,Fermi 2.0,170.0,2x 6-pin,1.0,PCIe 2.0 x16,2011
GeForce GTX 560 Ti X2,4,Fermi 2.0,170.0,2x 8-pin,1.0,PCIe 2.0 x16,2011
GeForce GTX 560M,4,Fermi 2.0,75.0,,1.5,MXM-B (3.0),2011
GeForce GTX 570M,4,Fermi 2.0,75.0,,1.5,MXM-B (3.0),2011
GeForce GTX 580 Rev. 2,4,Fermi 2.0,244.0,1x 6-pin + 1x 8-pin,1.5,PCIe 2.0 x16,2011
GeForce GTX 580M,4,Fermi 2.0,100.0,,2.0,MXM-B (3.0),2011
GeForce GTX 590,4,Fermi 2.0,365.0,2x 8-pin,1.5,PCIe 2.0 x16,2011
NVS 300,4,Tesla 2.0,18.0,,0.5,PCIe 2.0 x16,2011
NVS 4200M,4,Fermi 2.0,25.0,,1.0,MXM,2011
Quadro 1000M,4,Fermi,45.0,,2.0,MXM-A (3.0),2011
Quadro 2000D,4,Fermi,62.0,,1.0,PCIe 2.0 x16,2011
Quadro 2000M,4,Fermi,55.0,,2.0,MXM-A (3.0),2011
Quadro 3000M,4,Fermi,75.0,,2.0,MXM-B (3.0),2011
Quadro 3000M X2,4,Fermi,150.0,,2.0,MXM-B (3.0),2011
Quadro 400,4,Tesla 2.0,32.0,,0.5,PCIe 2.0 x16,2011
Quadro 4000 Mac Edition,4,Fermi,142.0,1x 6-pin,1.75,PCIe 2.0 x16,2011
Quadro 4000M,4,Fermi,100.0,,2.0,MXM-B (3.0),2011
Quadro 5000,4,Fermi,152.0,1x 6-pin,2.5,PCIe 2.0 x16,2011
Quadro 5000 SDI,4,Fermi,172.0,,2.5,PCIe 2.0 x16,2011
Quadro 500M,4,Fermi,35.0,,1.0,MXM-A (3.0),2011
Quadro 5010M,4,Fermi 2.0,100.0,,4.0,MXM-B (3.0),2011
Quadro 6000 SDI,4,Fermi,231.0,1x 6-pin + 1x 8-pin,6.0,PCIe 2.0 x16,2011
Quadro Plex 7000,4,Fermi 2.0,600.0,,6.0,PCIe 2.0 x16,2011
Tegra 3 GPU,4,VLIW Vec4,20.0,,0.25,IGP,2011
Tesla C2050,4,Fermi,238.0,1x 6-pin + 1x 8-pin,3.0,PCIe 2.0 x16,2011
Tesla C2070,4,Fermi,238.0,1x 6-pin + 1x 8-pin,6.0,PCIe 2.0 x16,2011
Tesla C2075,4,Fermi 2.0,247.0,1x 6-pin + 1x 8-pin,6.0,PCIe 2.0 x16,2011
Tesla C2090,4,Fermi 2.0,250.0,1x 6-pin + 1x 8-pin,6.0,PCIe 2.0 x16,2011
Tesla M2050,4,Fermi,225.0,1x 6-pin + 1x 8-pin,3.0,PCIe 2.0 x16,2011
Tesla M2070,4,Fermi,225.0,1x 6-pin + 1x 8-pin,6.0,PCIe 2.0 x16,2011
Tesla M2070-Q,4,Fermi,225.0,1x 6-pin + 1x 8-pin,6.0,PCIe 2.0 x16,2011
Tesla M2075,4,Fermi 2.0,225.0,1x 6-pin + 1x 8-pin,6.0,PCIe 2.0 x16,2011
Tesla M2090,4,Fermi 2.0,250.0,1x 6-pin + 1x 8-pin,6.0,PCIe 2.0 x16,2011
Tesla S2050,4,Fermi,900.0,,3.0,PCIe 2.0 x16,2011
Tesla X2070,4,Fermi,225.0,,6.0,MXM-B (3.0),2011
Tesla X2090,4,Fermi 2.0,225.0,,6.0,PCIe 2.0 x16,2011
FirePro 2270,0,TeraScale 2,15.0,,0.5,PCIe 2.0 x16,2011
FirePro 2270 PCIe x1,0,TeraScale 2,15.0,,0.5,PCIe 2.0 x1,2011
FirePro M5950,0,TeraScale 2,35.0,,1.0,MXM-A (3.0),2011
FirePro M8900,0,TeraScale 2,75.0,,2.0,MXM-B (3.0),2011
FirePro V4900,0,TeraScale 2,75.0,,1.0,PCIe 2.0 x16,2011
FirePro V5900,0,TeraScale 3,75.0,,2.0,PCIe 2.0 x16,2011
FirePro V7900,0,TeraScale 3,150.0,1x 6-pin,2.0,PCIe 2.0 x16,2011
FirePro V7900 SDI,0,TeraScale 3,150.0,1x 6-pin,2.0,PCIe 2.0 x16,2011
Radeon E6460,0,TeraScale 2,25.0,,0.5,PCIe 2.0 x16,2011
Radeon E6760 MXM,0,TeraScale 2,45.0,,1.0,MXM-A (3.0),2011
Radeon E6760 PCIe,0,TeraScale 2,45.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6230,0,TeraScale 2,19.0,,0.5,PCIe 2.0 x16,2011
Radeon HD 6250,0,TeraScale 2,19.0,,0.5,PCIe 2.0 x16,2011
Radeon HD 6290,0,TeraScale 2,19.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6290 IGP,0,TeraScale 2,9.0,,,IGP,2011
Radeon HD 6320 IGP,0,TeraScale 2,18.0,,,IGP,2011
Radeon HD 6350,0,TeraScale 2,19.0,,0.5,PCIe 2.0 x16,2011
Radeon HD 6350A,0,TeraScale 2,25.0,,0.5,MXM-A (3.0),2011
Radeon HD 6370D IGP,0,TeraScale 2,65.0,,,IGP,2011
Radeon HD 6380G IGP,0,TeraScale 2,35.0,,,IGP,2011
Radeon HD 6390,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6410D IGP,0,TeraScale 2,65.0,,,IGP,2011
Radeon HD 6430M,0,TeraScale 2,,,1.0,PCIe 2.0 x16,2011
Radeon HD 6450,0,TeraScale 2,18.0,,0.5,PCIe 2.0 x16,2011
Radeon HD 6450 OEM,0,TeraScale 2,18.0,,0.5,PCIe 2.0 x16,2011
Radeon HD 6450A,0,TeraScale 2,25.0,,0.5,MXM-A (3.0),2011
Radeon HD 6450M,0,TeraScale 2,,,1.0,PCIe 2.0 x16,2011
Radeon HD 6470M,0,TeraScale 2,25.0,,0.5,PCIe 2.0 x16,2011
Radeon HD 6480G IGP,0,TeraScale 2,35.0,,,IGP,2011
Radeon HD 6490,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6490M,0,TeraScale 2,,,0.5,PCIe 2.0 x16,2011
Radeon HD 6490M Mac Edition,0,TeraScale 2,,,0.25,PCIe 2.0 x16,2011
Radeon HD 6510,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6520G IGP,0,TeraScale 2,35.0,,,IGP,2011
Radeon HD 6530,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6530D IGP,0,TeraScale 2,65.0,,,IGP,2011
Radeon HD 6550A,0,TeraScale 2,35.0,,2.0,MXM-A (3.0),2011
Radeon HD 6550D IGP,0,TeraScale 2,65.0,,,IGP,2011
Radeon HD 6570,0,TeraScale 2,60.0,,2.0,PCIe 2.0 x16,2011
Radeon HD 6570 OEM,0,TeraScale 2,44.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6610M,0,TeraScale 2,26.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6620G IGP,0,TeraScale 2,35.0,,,IGP,2011
Radeon HD 6625M,0,TeraScale 2,26.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6630M,0,TeraScale 2,26.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6630M Mac Edition,0,TeraScale 2,26.0,,0.25,PCIe 2.0 x16,2011
Radeon HD 6650A,0,TeraScale 2,45.0,,1.0,MXM-A (3.0),2011
Radeon HD 6650M,0,TeraScale 2,,,1.0,PCIe 2.0 x16,2011
Radeon HD 6670,0,TeraScale 2,66.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6670A,0,TeraScale 2,45.0,,1.0,MXM-A (3.0),2011
Radeon HD 6730M,0,TeraScale 2,35.0,,1.0,MXM-A (3.0),2011
Radeon HD 6750,0,TeraScale 2,86.0,1x 6-pin,1.0,PCIe 2.0 x16,2011
Radeon HD 6750M,0,TeraScale 2,35.0,,1.0,MXM-A (3.0),2011
Radeon HD 6750M Mac Edition,0,TeraScale 2,35.0,,0.5,MXM-A (3.0),2011
Radeon HD 6770,0,TeraScale 2,108.0,1x 6-pin,1.0,PCIe 2.0 x16,2011
Radeon HD 6770M,0,TeraScale 2,35.0,,1.0,MXM-A (3.0),2011
Radeon HD 6770M Mac Edition,0,TeraScale 2,35.0,,1.0,MXM-A (3.0),2011
Radeon HD 6790,0,TeraScale 2,150.0,2x 6-pin,1.0,PCIe 2.0 x16,2011
Radeon HD 6830M,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6850 X2,0,TeraScale 2,254.0,2x 8-pin,2.0,PCIe 2.0 x16,2011
Radeon HD 6850M,0,TeraScale 2,50.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 6870 X2,0,TeraScale 2,300.0,2x 8-pin,1.0,PCIe 2.0 x16,2011
Radeon HD 6870M,0,TeraScale 2,50.0,,1.0,MXM-B (3.0),2011
Radeon HD 6930,0,TeraScale 3,186.0,2x 6-pin,1.0,PCIe 2.0 x16,2011
Radeon HD 6950M,0,TeraScale 2,50.0,,1.0,MXM-B (3.0),2011
Radeon HD 6970M,0,TeraScale 2,75.0,,1.0,MXM-B (3.0),2011
Radeon HD 6970M Mac Edition,0,TeraScale 2,75.0,,2.0,MXM-B (3.0),2011
Radeon HD 6970M Rebrand,0,TeraScale 2,75.0,,1.0,MXM-B (3.0),2011
Radeon HD 6970M X2,0,TeraScale 2,150.0,,2.0,MXM-B (3.0),2011
Radeon HD 6990,0,TeraScale 3,375.0,2x 8-pin,2.0,PCIe 2.0 x16,2011
Radeon HD 6990M,0,TeraScale 2,100.0,,2.0,MXM-B (3.0),2011
Radeon HD 6990M Rebrand,0,TeraScale 2,100.0,,1.0,MXM-B (3.0),2011
Radeon HD 7410M,0,TeraScale 2,,,1.0,PCIe 2.0 x16,2011
Radeon HD 7690M,0,TeraScale 2,20.0,,1.0,MXM-A (3.0),2011
HD Graphics 2000,2,Generation 6.0,,,,Ring Bus,2011
HD Graphics 3000,2,Generation 6.0,,,,Ring Bus,2011
HD Graphics 3000 Mobile,2,Generation 6.0,,,,Ring Bus,2011
HD Graphics 6EU Mobile,2,Generation 7.0,45.0,,,Ring Bus,2012
HD Graphics P3000,2,Generation 6.0,,,,Ring Bus,2011
FirePro V7800P,0,TeraScale 2,138.0,1x 6-pin,2.0,PCIe 2.0 x16,2011
Radeon HD 4450,0,TeraScale,25.0,,0.5,PCIe 2.0 x16,2011
Radeon HD 4580,0,TeraScale,65.0,,0.5,PCIe 2.0 x16,2011
Radeon HD 4720,0,TeraScale,55.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 5530,0,TeraScale 2,19.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 5630,0,TeraScale 2,39.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 5690,0,TeraScale 2,64.0,,1.0,PCIe 2.0 x16,2011
Radeon HD 5730,0,TeraScale 2,64.0,,1.0,PCIe 2.0 x16,2011
Playstation Vita GPU,7,PowerVR Series5XT,4.0,,0.128,,2011
GeForce 605 OEM,4,Fermi 2.0,25.0,,0.5,PCIe 2.0 x16,2012
GeForce 615 OEM,4,Fermi,49.0,,1.0,PCIe 2.0 x16,2012
GeForce 620M,4,Fermi 2.0,15.0,,1.0,PCIe 2.0 x16,2012
GeForce 9400 GT Rev. 3,4,Tesla 2.0,50.0,,0.128,PCIe 2.0 x16,2012
GeForce GT 520 OEM,4,Fermi 2.0,29.0,,1.0,PCIe 2.0 x16,2012
